longitude,latitude,visibility,class,fur,howl,saw,heard
-82.28814,40.05998,8.92,0,FALSE,FALSE,TRUE,FALSE
-82.11172,41.40985,5.46,0,FALSE,FALSE,FALSE,TRUE
-82.21939,41.27939,10,0,FALSE,FALSE,FALSE,TRUE
-82.70263,39.74107,9.77,0,FALSE,FALSE,FALSE,FALSE
-83.0556,40.26494,9.08,0,TRUE,TRUE,TRUE,TRUE
-84.1317,39.03501,2.26,0,FALSE,FALSE,FALSE,TRUE
-83.64597,39.92821,8.67,0,FALSE,FALSE,FALSE,TRUE
-83.5556,40.04792,7.16,0,TRUE,FALSE,TRUE,TRUE
-81.26217,40.54605,9.46,0,FALSE,FALSE,TRUE,FALSE
-84.45905,39.49695,4.89,0,FALSE,FALSE,FALSE,TRUE
-80.93318,40.01784,9.64,0,FALSE,FALSE,TRUE,FALSE
-81.07013,40.01983,1.24,0,FALSE,FALSE,TRUE,FALSE
-81.04791,39.91209,1.24,0,FALSE,FALSE,FALSE,FALSE
-80.85938,40.10975,2.54,0,FALSE,TRUE,TRUE,TRUE
-81.14331,40.10084,10,0,FALSE,TRUE,FALSE,TRUE
-83.69977,38.64301,1.22,0,TRUE,FALSE,FALSE,FALSE
-84.80138,39.37215,7.73,0,FALSE,FALSE,TRUE,FALSE
-84.79429,39.37509,6.56,0,FALSE,FALSE,FALSE,FALSE
-81.02382,40.68514,9.97,0,FALSE,FALSE,FALSE,FALSE
-81.18352,40.71737,9.29,0,FALSE,TRUE,FALSE,TRUE
-80.90944,40.64049,1.24,0,FALSE,TRUE,FALSE,TRUE
-83.56088,40.01979,9.49,0,TRUE,FALSE,FALSE,TRUE
-83.95184,39.92104,7.8,0,TRUE,FALSE,TRUE,FALSE
-83.94906,39.85461,9.4,0,TRUE,TRUE,TRUE,TRUE
-83.96562,39.86096,9.09,0,TRUE,FALSE,TRUE,FALSE
-83.96123,39.89216,10,0,TRUE,FALSE,TRUE,TRUE
-84.08533,39.01569,4.25,0,TRUE,TRUE,FALSE,TRUE
-84.14354,39.00175,5.36,0,FALSE,FALSE,FALSE,FALSE
-84.10731,38.99484,3.54,0,TRUE,TRUE,FALSE,TRUE
-80.57164,40.6807,8.16,0,TRUE,FALSE,TRUE,TRUE
-80.53528,40.63606,2.05,0,FALSE,FALSE,TRUE,TRUE
-80.55217,40.76533,4.6,0,FALSE,FALSE,FALSE,FALSE
-80.57396,40.69334,4.44,0,FALSE,FALSE,FALSE,FALSE
-80.58332,40.70386,9.62,0,FALSE,FALSE,TRUE,FALSE
-80.59236,40.72943,9.67,0,FALSE,TRUE,FALSE,TRUE
-80.57593,40.68935,10,0,FALSE,FALSE,TRUE,FALSE
-80.64831,40.77972,10,0,FALSE,FALSE,FALSE,TRUE
-80.616,40.725,2.34,0,FALSE,FALSE,FALSE,FALSE
-80.61996,40.73206,2.15,0,FALSE,FALSE,TRUE,TRUE
-80.7291,40.87496,1.42,0,FALSE,FALSE,TRUE,FALSE
-80.84042,40.92344,4.64,0,TRUE,FALSE,TRUE,FALSE
-81.99847,40.35097,2.17,0,FALSE,FALSE,FALSE,FALSE
-81.96845,40.2287,10,0,FALSE,FALSE,FALSE,FALSE
-81.99955,40.3244,7.17,0,FALSE,FALSE,FALSE,FALSE
-82.1334,40.25597,7.22,0,TRUE,FALSE,FALSE,TRUE
-84.38103,41.2625,8.68,0,FALSE,FALSE,TRUE,TRUE
-83.02854,40.15002,3.42,0,FALSE,FALSE,FALSE,TRUE
-82.34181,41.17222,3.11,0,FALSE,FALSE,TRUE,FALSE
-82.6353,39.5246,8.93,0,FALSE,FALSE,TRUE,TRUE
-82.63536,39.59947,2.96,0,FALSE,FALSE,FALSE,TRUE
-82.83647,39.6279,9.963,0,TRUE,FALSE,TRUE,FALSE
-83.0337,40.08159,7.54,0,FALSE,FALSE,TRUE,FALSE
-83.00142,39.89203,6.92,0,FALSE,FALSE,TRUE,FALSE
-82.54968,38.79833,6.87,0,TRUE,TRUE,TRUE,TRUE
-82.55177,38.79381,7.61,0,TRUE,FALSE,FALSE,FALSE
-82.14285,38.9264,3.13,0,TRUE,FALSE,TRUE,FALSE
-82.905,38.965,1.468,0,FALSE,FALSE,TRUE,FALSE
-80.58163,41.81902,9.42,0,FALSE,FALSE,FALSE,FALSE
-82.29486,40.85035,6.08,0,FALSE,FALSE,FALSE,FALSE
-84.06565,40.73412,6.96,0,FALSE,FALSE,TRUE,TRUE
-95.79677,36.13222,10,0,FALSE,FALSE,TRUE,TRUE
-98.99414,34.38638,10,0,FALSE,FALSE,TRUE,FALSE
-94.98001,35.56637,9.09,0,FALSE,FALSE,FALSE,FALSE
-95.74556,36.18889,7.98,0,FALSE,FALSE,TRUE,FALSE
-96.66528,34.86111,7.08,0,FALSE,FALSE,TRUE,TRUE
-95.65417,34.81417,10,0,FALSE,FALSE,TRUE,TRUE
-97.03333,35.97389,10,0,FALSE,FALSE,FALSE,FALSE
-94.71512,36.94679,9.889,0,TRUE,FALSE,FALSE,FALSE
-96.12164,36.62116,9.21,0,FALSE,FALSE,FALSE,FALSE
-97.1225,36.02306,10,0,TRUE,FALSE,FALSE,FALSE
-95.12156,34.50572,10,0,FALSE,FALSE,FALSE,FALSE
-95.80589,36.37919,10,0,FALSE,FALSE,FALSE,TRUE
-83.40022,39.11929,1.01,0,FALSE,FALSE,FALSE,TRUE
-83.56633,38.82795,2.51,0,FALSE,TRUE,FALSE,TRUE
-83.93892,40.65572,7.17,0,FALSE,FALSE,FALSE,FALSE
-82.32803,40.82327,6.83,0,FALSE,FALSE,TRUE,TRUE
-82.38627,40.99562,4.36,0,FALSE,FALSE,TRUE,TRUE
-82.26236,40.60787,5.68,0,FALSE,FALSE,FALSE,TRUE
-82.29642,40.61111,2.96,0,FALSE,FALSE,TRUE,TRUE
-82.26972,40.8557,10,0,FALSE,FALSE,TRUE,FALSE
-82.26806,40.81139,10,0,FALSE,FALSE,TRUE,FALSE
-82.31692,40.61309,10,0,FALSE,FALSE,TRUE,TRUE
-80.93665,41.81835,9.82,0,FALSE,FALSE,FALSE,FALSE
-80.54558,41.72735,10,0,FALSE,FALSE,TRUE,FALSE
-80.88494,41.72134,5.12,0,TRUE,FALSE,TRUE,FALSE
-80.84143,41.81429,1.25,0,TRUE,FALSE,FALSE,TRUE
-80.95952,41.81287,1.01,0,FALSE,FALSE,TRUE,FALSE
-80.98022,41.76702,1.44,0,FALSE,FALSE,FALSE,FALSE
-80.96186,41.85256,1.21,0,TRUE,FALSE,TRUE,TRUE
-82.24155,39.47642,8.29,0,FALSE,FALSE,FALSE,TRUE
-81.85331,39.28537,10,0,FALSE,FALSE,FALSE,TRUE
-97.45694,35.64389,10,0,TRUE,FALSE,TRUE,FALSE
-95.80417,36.91528,10,0,FALSE,FALSE,FALSE,FALSE
-95.70208,35.70166,9.56,0,TRUE,FALSE,TRUE,TRUE
-96.972,34.495,3.86,0,FALSE,FALSE,TRUE,FALSE
-97.07361,33.82444,6.53,0,TRUE,FALSE,FALSE,FALSE
-97.479,35.74111,8.41,0,FALSE,FALSE,TRUE,TRUE
-96.968,35.86972,7.66,0,FALSE,FALSE,TRUE,FALSE
-95.34111,35.00278,7.67,0,TRUE,FALSE,FALSE,TRUE
-95.97,35.27056,10,0,FALSE,FALSE,TRUE,TRUE
-96.63857,34.21174,7.73,0,FALSE,FALSE,TRUE,FALSE
-95.26167,34.92333,9.1,0,FALSE,FALSE,FALSE,TRUE
-94.63111,34.84167,8.43,0,FALSE,FALSE,FALSE,FALSE
-94.55944,34.59583,7.52,0,FALSE,FALSE,FALSE,FALSE
-94.7325,34.689,7.79,0,FALSE,FALSE,TRUE,FALSE
-94.685,34.695,10,0,FALSE,FALSE,FALSE,TRUE
-94.70667,34.78833,10,0,FALSE,FALSE,FALSE,FALSE
-94.575,34.64583,10,0,FALSE,FALSE,FALSE,FALSE
-94.7297,34.74338,10,0,FALSE,FALSE,FALSE,TRUE
-94.7264,34.73966,8.52,0,FALSE,FALSE,FALSE,TRUE
-94.49968,34.49108,8.62,0,FALSE,FALSE,TRUE,FALSE
-94.38045,34.4082,10,0,FALSE,FALSE,TRUE,FALSE
-94.66875,35.0271,9.47,0,FALSE,FALSE,TRUE,FALSE
-94.66875,34.8146,4.9,0,FALSE,TRUE,TRUE,TRUE
-94.4325,34.4415,9.601,0,FALSE,FALSE,FALSE,TRUE
-97.00389,35.68583,8.66,0,FALSE,FALSE,TRUE,TRUE
-97.26022,35.68081,8.576,0,FALSE,FALSE,FALSE,TRUE
-95.2419,36.22935,9.11,0,FALSE,FALSE,FALSE,TRUE
-97.5625,35.24194,9.88,0,FALSE,TRUE,TRUE,TRUE
-94.60042,34.45195,9.75,0,TRUE,FALSE,FALSE,FALSE
-94.68028,34.36778,8.04,0,TRUE,FALSE,FALSE,TRUE
-94.4435,34.021,8.577,0,TRUE,FALSE,FALSE,TRUE
-94.4095,34.0775,9.59,0,FALSE,TRUE,FALSE,TRUE
-95.94727,35.2933,10,0,FALSE,FALSE,TRUE,FALSE
-95.60667,35.7575,10,0,FALSE,FALSE,FALSE,FALSE
-97.21555,35.42014,9.92,0,FALSE,FALSE,TRUE,TRUE
-97.67827,35.53925,9.979,0,FALSE,FALSE,TRUE,FALSE
-96.36707,36.03501,9.66,0,FALSE,FALSE,TRUE,FALSE
-98.62833,34.62944,6.91,0,FALSE,FALSE,TRUE,FALSE
-97.24139,35.21111,10,0,FALSE,FALSE,FALSE,TRUE
-98.31556,34.9575,8.88,0,FALSE,FALSE,TRUE,FALSE
-121.424,45.4051,10,0,FALSE,FALSE,FALSE,TRUE
-118.0883,45.43806,6,0,FALSE,FALSE,TRUE,FALSE
-118.0603,45.80374,9.5,0,FALSE,FALSE,FALSE,FALSE
-117.925,45.91665,5.59,0,TRUE,FALSE,TRUE,TRUE
-121.7084,45.8417,10,0,FALSE,FALSE,TRUE,TRUE
-121.6794,45.24006,9.42,0,FALSE,TRUE,FALSE,TRUE
-121.3226,45.33935,9.59,0,FALSE,FALSE,FALSE,TRUE
-123.3471,45.63606,10,0,FALSE,FALSE,FALSE,FALSE
-123.2665,45.4915,9.87,0,FALSE,FALSE,FALSE,FALSE
-123.0697,45.46429,9.643,0,FALSE,FALSE,TRUE,FALSE
-122.9903,45.48204,6.17,0,FALSE,FALSE,TRUE,FALSE
-123.3601,45.76569,9.36,0,FALSE,FALSE,FALSE,FALSE
-96.21,34.25,10,0,TRUE,FALSE,TRUE,FALSE
-98.34056,35.10278,9.87,0,FALSE,FALSE,TRUE,TRUE
-98.13028,35.33389,10,0,FALSE,FALSE,TRUE,FALSE
-98.24586,35.08344,9.73,0,FALSE,FALSE,TRUE,FALSE
-94.77699,35.50285,8.54,0,FALSE,FALSE,FALSE,TRUE
-95.0585,35.325,8.938,0,FALSE,FALSE,TRUE,TRUE
-94.83,35.92806,10,0,FALSE,FALSE,FALSE,TRUE
-97.33528,35.27639,10,0,TRUE,FALSE,TRUE,TRUE
-98.61497,34.76134,10,0,TRUE,FALSE,TRUE,FALSE
-99,35,10,0,FALSE,FALSE,TRUE,FALSE
-94.92667,36.4075,10,0,FALSE,FALSE,FALSE,TRUE
-118.5518,45.3712,8.9,0,FALSE,FALSE,FALSE,FALSE
-122.277,45.4861,10,0,FALSE,FALSE,FALSE,FALSE
-123.7718,44.96651,9.66,0,FALSE,FALSE,FALSE,FALSE
-118.415,44.825,10,0,TRUE,FALSE,TRUE,TRUE
-118.3692,44.9723,9.91,0,FALSE,FALSE,TRUE,TRUE
-118.8215,43.85975,10,0,FALSE,FALSE,FALSE,TRUE
-121.7745,45.5666,8.83,0,FALSE,FALSE,TRUE,FALSE
-121.6444,45.5775,10,0,FALSE,FALSE,TRUE,TRUE
-121.5449,45.54478,10,0,FALSE,FALSE,TRUE,FALSE
-121.8214,45.49805,9,0,FALSE,FALSE,FALSE,FALSE
-121.8735,45.63923,9.96,0,FALSE,FALSE,TRUE,FALSE
-121.5134,45.38736,9.66,0,FALSE,FALSE,FALSE,TRUE
-122.7465,42.08845,10,0,FALSE,FALSE,TRUE,FALSE
-123.0137,42.2356,9.594,0,FALSE,TRUE,FALSE,FALSE
-122.475,42.6,10,0,FALSE,FALSE,TRUE,FALSE
-122.339,42.12363,9.997,0,FALSE,FALSE,TRUE,FALSE
-123.3833,42.375,8.69,0,FALSE,FALSE,TRUE,TRUE
-123.3322,42.56805,8.14,0,FALSE,FALSE,FALSE,FALSE
-123.449,42.39031,10,0,FALSE,FALSE,TRUE,FALSE
-123.6416,42.24165,8.33,0,TRUE,FALSE,TRUE,TRUE
-123.4034,42.354,9.23,0,FALSE,FALSE,TRUE,TRUE
-123.75,42.22501,6.63,0,FALSE,FALSE,FALSE,TRUE
-123.2916,42.125,9.27,0,FALSE,TRUE,TRUE,TRUE
-122.275,42.47,10,0,FALSE,TRUE,FALSE,FALSE
-121.9446,42.23865,6.99,0,FALSE,TRUE,FALSE,TRUE
-121.3866,42.36945,9.86,0,TRUE,FALSE,TRUE,FALSE
-123.3724,44.09462,9.83,0,FALSE,FALSE,TRUE,TRUE
-123.975,44.19167,6.5,0,FALSE,FALSE,FALSE,FALSE
-123.455,43.7667,10,0,FALSE,FALSE,FALSE,FALSE
-122.9343,44.05917,9.83,0,FALSE,FALSE,TRUE,FALSE
-122.8494,44.6616,10,0,FALSE,FALSE,FALSE,TRUE
-122.6397,44.8633,10,0,TRUE,FALSE,TRUE,FALSE
-122.7789,45.03575,10,0,FALSE,FALSE,FALSE,FALSE
-122.585,44.915,6.35,0,FALSE,FALSE,TRUE,FALSE
-122.5674,44.79307,10,0,FALSE,TRUE,FALSE,TRUE
-122.7875,45.11259,9.87,0,FALSE,FALSE,TRUE,TRUE
-122.3352,45.5145,7.23,0,TRUE,FALSE,TRUE,FALSE
-122.8889,45.63893,10,0,FALSE,FALSE,TRUE,FALSE
-121.9123,45.65125,9.64,0,FALSE,FALSE,TRUE,FALSE
-122.1884,45.55364,5.57,0,FALSE,FALSE,FALSE,FALSE
-122.2487,45.4684,10,0,FALSE,FALSE,FALSE,TRUE
-123.5834,44.8458,9.63,0,FALSE,FALSE,TRUE,TRUE
-123.4462,44.86875,8.87,0,FALSE,FALSE,FALSE,FALSE
-123.7027,45.06215,9.16,0,FALSE,FALSE,FALSE,FALSE
-123.5792,45.0487,10,0,TRUE,FALSE,TRUE,TRUE
-123.694,45.0608,6.72,0,FALSE,FALSE,TRUE,FALSE
-123.866,45.75449,8.75,0,FALSE,FALSE,TRUE,TRUE
-123.3768,45.59669,10,0,FALSE,FALSE,TRUE,FALSE
-123.466,45.7351,9.54,0,FALSE,TRUE,TRUE,TRUE
-123.3973,45.61308,10,0,FALSE,FALSE,FALSE,TRUE
-123.6113,45.59864,9.62,0,TRUE,FALSE,FALSE,TRUE
-118.42,45.5,8.65,0,FALSE,FALSE,TRUE,FALSE
-118.1253,45.9957,10,0,TRUE,FALSE,TRUE,TRUE
-118.6016,45.5789,4.44,0,FALSE,FALSE,TRUE,FALSE
-118.2742,45.3233,6,0,FALSE,FALSE,TRUE,TRUE
-118.5654,45.6605,10,0,FALSE,FALSE,FALSE,FALSE
-118.83,45.48318,9.77,0,FALSE,FALSE,FALSE,FALSE
-117.991,45.84175,8.01,0,FALSE,FALSE,TRUE,FALSE
-118.0811,45.99215,10,0,FALSE,FALSE,FALSE,FALSE
-118.875,45.46571,9.63,0,FALSE,FALSE,TRUE,TRUE
-118.6131,45.58982,9.64,0,TRUE,FALSE,TRUE,FALSE
-118.5658,45.6764,10,0,FALSE,FALSE,FALSE,TRUE
-118.7056,45.66721,9.96,0,FALSE,FALSE,FALSE,TRUE
-118.3243,45.45024,10,0,FALSE,FALSE,FALSE,TRUE
-124.0598,43.2547,10,0,TRUE,FALSE,TRUE,TRUE
-123.296,45.82565,9.61,0,FALSE,FALSE,FALSE,TRUE
-124.0133,46.2262,10,0,FALSE,TRUE,TRUE,FALSE
-122.3876,45.4237,9.62,0,FALSE,FALSE,FALSE,FALSE
-118.0891,44.68557,9.7,0,FALSE,TRUE,FALSE,TRUE
-80.25645,40.04755,6.68,0,FALSE,FALSE,FALSE,TRUE
-77.8768,41.7655,8.26,0,FALSE,FALSE,TRUE,FALSE
-75.9799,41.79985,5.5,0,TRUE,FALSE,TRUE,FALSE
-75.23662,41.50383,8.46,0,TRUE,FALSE,TRUE,FALSE
-79.6575,40.5258,6.67,0,FALSE,FALSE,FALSE,FALSE
-79.58031,40.43163,6.42,0,FALSE,FALSE,TRUE,FALSE
-123.4166,44.58335,10,0,FALSE,FALSE,TRUE,FALSE
-123.2433,44.6693,10,0,FALSE,FALSE,FALSE,TRUE
-123.5524,44.50455,8.66,0,FALSE,FALSE,FALSE,TRUE
-122.4163,45.3894,9.58,0,FALSE,FALSE,TRUE,FALSE
-122.4888,45.0837,10,0,FALSE,FALSE,TRUE,FALSE
-121.9165,45.33,9.73,0,FALSE,FALSE,TRUE,FALSE
-122.533,45.12545,10,0,TRUE,FALSE,TRUE,TRUE
-122.4808,45.03255,10,0,FALSE,FALSE,FALSE,TRUE
-122.2777,45.40023,9.93,0,TRUE,TRUE,FALSE,TRUE
-122.3057,44.97487,9.79,0,FALSE,FALSE,FALSE,FALSE
-121.9139,45.33175,8.85,0,FALSE,FALSE,FALSE,FALSE
-121.9547,45.3207,8.15,0,TRUE,FALSE,TRUE,TRUE
-122.3803,45.1867,10,0,TRUE,FALSE,TRUE,TRUE
-122.4,44.9633,10,0,FALSE,FALSE,TRUE,TRUE
-123.9513,46.19945,10,0,FALSE,FALSE,TRUE,TRUE
-123.9211,45.99378,8.48,0,FALSE,FALSE,FALSE,TRUE
-123.5417,45.93701,9.1,0,FALSE,TRUE,FALSE,TRUE
-123.4573,46.03193,8.54,0,FALSE,FALSE,FALSE,TRUE
-122.9546,45.7492,9.48,0,TRUE,FALSE,FALSE,FALSE
-123.1691,45.85606,10,0,FALSE,FALSE,FALSE,FALSE
-123.875,43.54165,4.66,0,FALSE,FALSE,TRUE,FALSE
-124.3688,43.1786,7.15,0,FALSE,FALSE,TRUE,FALSE
-124.43,43,8.91,0,FALSE,FALSE,FALSE,TRUE
-123.9834,43.27402,8.425,0,TRUE,FALSE,FALSE,FALSE
-121.3338,44.1263,10,0,FALSE,FALSE,TRUE,TRUE
-121.5014,44.16966,10,0,TRUE,FALSE,TRUE,FALSE
-121.4755,44.2157,10,0,FALSE,FALSE,TRUE,FALSE
-121.3815,43.94225,10,0,TRUE,FALSE,FALSE,FALSE
-121.7828,43.97603,10,0,FALSE,FALSE,TRUE,FALSE
-121.4705,43.98136,9.91,0,FALSE,FALSE,TRUE,FALSE
-123.2675,43.6744,10,0,FALSE,FALSE,FALSE,TRUE
-123.9599,43.7827,9.35,0,FALSE,FALSE,TRUE,TRUE
-123.3604,44.55505,8.03,0,FALSE,FALSE,TRUE,FALSE
-123.4911,43.16815,10,0,FALSE,TRUE,FALSE,TRUE
-123.311,43.5251,10,0,FALSE,FALSE,TRUE,FALSE
-123.5585,43.2073,10,0,FALSE,FALSE,TRUE,TRUE
-123.1611,43.3029,9.91,0,TRUE,FALSE,TRUE,TRUE
-123.5036,43.61538,6.82,0,FALSE,FALSE,TRUE,FALSE
-75.327,40.8495,10,0,FALSE,FALSE,FALSE,FALSE
-75.205,41.115,8.35,0,FALSE,FALSE,TRUE,FALSE
-80.26563,41.21365,9.24,0,FALSE,FALSE,FALSE,TRUE
-75.74288,41.32501,10,0,FALSE,FALSE,TRUE,FALSE
-76.2074,39.72785,5.65,0,FALSE,FALSE,FALSE,FALSE
-77.85934,40.33498,10,0,FALSE,FALSE,FALSE,TRUE
-79.3178,41.47511,5.07,0,FALSE,FALSE,FALSE,TRUE
-78.87955,41.51954,7.46,0,FALSE,FALSE,TRUE,FALSE
-74.53322,41.02176,9.91,0,FALSE,FALSE,TRUE,FALSE
-76.804,41.4065,6.71,0,FALSE,TRUE,TRUE,TRUE
-78.65621,41.9548,9.79,0,FALSE,FALSE,FALSE,TRUE
-78.66863,41.97226,8.5,0,TRUE,FALSE,FALSE,TRUE
-78.93985,41.73315,7.93,0,TRUE,TRUE,FALSE,TRUE
-80.12229,41.07374,6.49,0,FALSE,FALSE,FALSE,TRUE
-80.50751,41.05,1.82,0,FALSE,FALSE,TRUE,FALSE
-80.54177,41.91826,7,0,FALSE,FALSE,TRUE,FALSE
-76.04183,39.73523,9.12,0,FALSE,FALSE,FALSE,TRUE
-80.19804,40.50322,8.12,0,FALSE,FALSE,TRUE,TRUE
-79.8765,40.357,8.38,0,TRUE,FALSE,TRUE,FALSE
-79.8944,40.29929,8.9,0,FALSE,FALSE,FALSE,FALSE
-79.9167,40.5833,10,0,FALSE,FALSE,FALSE,FALSE
-80.25475,40.52825,8.58,0,FALSE,FALSE,FALSE,TRUE
-79.7668,40.5278,10,0,FALSE,FALSE,TRUE,TRUE
-80.0107,40.6166,3.96,0,FALSE,FALSE,TRUE,TRUE
-80.3293,40.60946,10,0,FALSE,TRUE,FALSE,TRUE
-75.06665,40.4225,10,0,FALSE,FALSE,TRUE,FALSE
-75.37814,40.37726,9.01,0,FALSE,FALSE,TRUE,FALSE
-74.85745,40.1316,9.76,0,TRUE,FALSE,TRUE,FALSE
-80.07443,40.94997,6.99,0,FALSE,FALSE,FALSE,TRUE
-80.07216,40.92895,7.104,0,FALSE,FALSE,FALSE,TRUE
-78.52589,40.65083,9.81,0,FALSE,FALSE,FALSE,TRUE
-78.04547,41.34404,7.31,0,FALSE,FALSE,FALSE,TRUE
-78.42314,40.97015,10,0,FALSE,FALSE,FALSE,TRUE
-78.5826,41.12782,4.96,0,FALSE,FALSE,TRUE,FALSE
-78.39445,41.31268,8.45,0,FALSE,FALSE,FALSE,TRUE
-79.56702,40.05148,10,0,FALSE,FALSE,TRUE,FALSE
-71.6568,41.98067,9.19,0,FALSE,FALSE,TRUE,TRUE
-141.5667,62.9375,10,0,FALSE,FALSE,TRUE,FALSE
-149.7667,61.09085,9.88,0,FALSE,FALSE,TRUE,TRUE
-87.32655,33.28375,7.54,0,FALSE,FALSE,FALSE,TRUE
-85.9793,32.91874,10,0,FALSE,FALSE,TRUE,TRUE
-86.17122,33.36305,6.56,0,FALSE,FALSE,FALSE,FALSE
-85.8175,33.48665,8.25,0,FALSE,FALSE,TRUE,TRUE
-85.7894,33.24084,9.3,0,FALSE,TRUE,FALSE,TRUE
-87.31821,33.26035,10,0,FALSE,FALSE,TRUE,FALSE
-87.35664,33.21145,9.65,0,FALSE,FALSE,FALSE,FALSE
-87.28992,33.20837,6.82,0,FALSE,FALSE,TRUE,TRUE
-87.6942,33.37095,7.98,0,FALSE,FALSE,TRUE,FALSE
-87.53395,33.8957,8.85,0,TRUE,FALSE,TRUE,FALSE
-88.31126,31.24305,10,0,FALSE,FALSE,TRUE,FALSE
-149.7853,61.0595,9.77,0,FALSE,FALSE,TRUE,FALSE
-147.8142,64.89139,5.73,0,TRUE,FALSE,TRUE,FALSE
-132.7333,55.4555,9.17,0,FALSE,FALSE,TRUE,FALSE
-132.8202,55.2035,6.29,0,FALSE,FALSE,TRUE,TRUE
-141.3165,62.77335,10,0,TRUE,FALSE,TRUE,FALSE
-71.74425,41.81391,9.97,0,FALSE,FALSE,FALSE,FALSE
-86.4664,33.6205,9.21,0,FALSE,FALSE,TRUE,TRUE
-86.64066,33.3674,9.4,0,FALSE,FALSE,TRUE,FALSE
-85.16235,32.31435,5.56,0,TRUE,FALSE,TRUE,TRUE
-85.925,31.85,7.5,0,FALSE,FALSE,TRUE,TRUE
-86.6333,34.4881,9.45,0,TRUE,TRUE,TRUE,TRUE
-88.34223,30.47612,9.92,0,FALSE,FALSE,TRUE,TRUE
-86.17524,34.27607,8.66,0,FALSE,FALSE,FALSE,FALSE
-86.4559,34.95605,7.28,0,FALSE,FALSE,TRUE,TRUE
-85.705,32.43,10,0,FALSE,FALSE,TRUE,FALSE
-86.581,32.184,8.65,0,FALSE,FALSE,FALSE,FALSE
-87.1105,34.92855,9.91,0,TRUE,FALSE,FALSE,FALSE
-85.2222,32.6825,9.21,0,FALSE,FALSE,TRUE,TRUE
-87.95277,34.8986,9.17,0,FALSE,FALSE,FALSE,FALSE
-88.12475,33.41574,9.74,0,FALSE,FALSE,TRUE,FALSE
-86.7891,33.8132,7.83,0,FALSE,FALSE,TRUE,FALSE
-86.98473,33.55153,9.68,0,FALSE,FALSE,FALSE,TRUE
-85.4258,32.6218,9.99,0,FALSE,FALSE,TRUE,TRUE
-85.21545,32.67715,10,0,FALSE,FALSE,TRUE,FALSE
-87.02025,34.9263,5.52,0,FALSE,FALSE,FALSE,FALSE
-87.00665,34.6802,10,0,FALSE,FALSE,TRUE,FALSE
-86.97057,34.73139,9.31,0,FALSE,TRUE,FALSE,TRUE
-86.52105,34.7325,8.62,0,FALSE,FALSE,TRUE,FALSE
-86.6575,34.71139,10,0,FALSE,FALSE,TRUE,FALSE
-86.66465,34.5422,10,0,FALSE,FALSE,TRUE,FALSE
-86.59747,34.55946,8.13,0,FALSE,TRUE,FALSE,TRUE
-86.5045,34.32279,7.71,0,FALSE,TRUE,TRUE,TRUE
-86.56954,34.47091,10,0,FALSE,FALSE,FALSE,FALSE
-86.2952,33.6332,9.37,0,FALSE,FALSE,FALSE,FALSE
-86.5,33.59,9.79,0,FALSE,FALSE,TRUE,FALSE
-85.79889,34.56327,6.07,0,TRUE,FALSE,FALSE,TRUE
-85.21574,31.23374,9.34,0,FALSE,FALSE,TRUE,FALSE
-86.99782,31.00002,7.42,0,FALSE,FALSE,TRUE,TRUE
-85.48985,33.82162,9.8,0,FALSE,FALSE,TRUE,FALSE
-87.06486,31.13586,7,0,FALSE,TRUE,TRUE,FALSE
-85.7075,31.35,6.19,0,FALSE,FALSE,TRUE,TRUE
-86.88621,34.29511,10,0,FALSE,FALSE,TRUE,TRUE
-87.50905,34.80405,10,0,TRUE,FALSE,TRUE,TRUE
-85.7944,31.53475,9.6,0,FALSE,FALSE,FALSE,FALSE
-85.57415,33.7065,5.77,0,FALSE,TRUE,FALSE,TRUE
-85.87055,33.46345,9.06,0,FALSE,TRUE,FALSE,TRUE
-85.22781,34.14117,7.75,0,FALSE,FALSE,TRUE,FALSE
-86.4891,32.76967,6.93,0,FALSE,FALSE,TRUE,FALSE
-86.37698,32.48322,9.35,0,FALSE,FALSE,TRUE,TRUE
-87.5047,31.20325,9.16,0,FALSE,FALSE,TRUE,FALSE
-85.49103,33.12572,10,0,TRUE,FALSE,FALSE,FALSE
-85.41961,33.64341,10,0,FALSE,FALSE,FALSE,FALSE
-87.77686,34.70112,9.08,0,FALSE,FALSE,TRUE,TRUE
-87.09069,31.16,7.89,0,FALSE,FALSE,TRUE,TRUE
-86.255,31.29,8.28,0,FALSE,TRUE,TRUE,TRUE
-86.96416,34.00806,8.08,0,FALSE,FALSE,FALSE,FALSE
-85.61766,31.30503,9.5,0,FALSE,FALSE,TRUE,TRUE
-85.86473,34.04129,10,0,FALSE,FALSE,TRUE,FALSE
-85.19265,31.651,9.67,0,FALSE,FALSE,TRUE,FALSE
-85.08995,34.24174,8.33,0,FALSE,FALSE,TRUE,FALSE
-86.86,33.1,5.15,0,TRUE,FALSE,FALSE,TRUE
-87.91833,30.7113,7.1,0,FALSE,FALSE,TRUE,FALSE
-86.5653,32.4456,6.98,0,FALSE,FALSE,FALSE,TRUE
-87.64934,30.31786,9.874,0,FALSE,FALSE,TRUE,FALSE
-86.00004,33.00014,8.46,0,FALSE,FALSE,TRUE,FALSE
-86.84557,33.89833,9.54,0,FALSE,FALSE,TRUE,FALSE
-81.29745,37.58135,9.41,0,FALSE,FALSE,TRUE,FALSE
-72.7051,43.4654,4.73,0,FALSE,FALSE,TRUE,FALSE
-81.09017,37.22647,8.75,0,FALSE,FALSE,TRUE,FALSE
